Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
LITTLE INDIA CONSERVATION AREA,49 Clive Street ,54,Land,1550000,28810,2677,26-FEB-2015,Shop House,Freehold,Resale,08,20,209793,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,56 Buffalo Road ,69,Land,3500000,50578,4699,09-MAR-2015,Shop House,99 Yrs From 11/10/1991,Resale,08,21,219802,Central Region,Rochor
THE CITRON,1 Marne Road  #01-36 ,47,Strata,1147600,24417,2268,18-MAR-2015,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
N.A.,94 Dunlop Street ,88,Land,3600000,40956,3805,19-MAR-2015,Shop House,999 Yrs From 29/09/1924,Resale,08,20,209416,Central Region,Rochor
CAVAN SUITES,11 Cavan Road  #01-08 ,34,Strata,980000,28824,2678,07-APR-2015,Retail,Freehold,Resale,08,20,209848,Central Region,Kallang
N.A.,18/20 Sam Leong Road ,253,Land,8800000,34741,3228,17-APR-2015,Shop House,Freehold,Resale,08,20,207909,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,18 Dunlop Street ,76,Land,2800000,36697,3409,04-MAY-2015,Shop House,999 Yrs From 10/04/1876,Resale,08,20,209347,Central Region,Rochor
THE CITRON,1 Marne Road  #01-21 ,44,Strata,970000,22045,2048,12-MAY-2015,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
28 RC SUITES,28 Race Course Lane  #01-01 ,42,Strata,1650000,39286,3650,16-JUN-2015,Retail,Freehold,New Sale,08,21,218746,Central Region,Rochor
THE CITRON,1 Marne Road  #01-22 ,44,Strata,958800,21791,2024,22-JUN-2015,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
N.A.,75 Syed Alwi Road ,91,Land,3700000,40704,3782,10-JUL-2015,Shop House,Freehold,Resale,08,20,207654,Central Region,Rochor
N.A.,5/7 Lembu Road ,238,Land,13400000,56421,5242,20-JUL-2015,Shop House,Freehold,Resale,08,20,208444,Central Region,Rochor
TRIO,11 Sam Leong Road  #03-06 ,31,Strata,1110000,35806,3327,28-JUL-2015,Retail,Freehold,New Sale,08,20,207903,Central Region,Kallang
HOA NAM BUILDING,27 Foch Road  #01-02 ,419,Strata,6300000,15036,1397,03-AUG-2015,Retail,Freehold,Resale,08,20,209264,Central Region,Kallang
N.A.,454 Race Course Road ,127,Land,2700000,21293,1978,13-AUG-2015,Shop House,Freehold,Resale,08,21,218697,Central Region,Kallang
CAVAN SUITES,11 Cavan Road  #01-01 ,36,Strata,750000,20833,1935,18-AUG-2015,Retail,Freehold,Resale,08,20,209848,Central Region,Kallang
N.A.,24 Beatty Road ,118,Strata,1600000,13559,1260,18-AUG-2015,Shop House,Freehold,Resale,08,20,209949,Central Region,Kallang
MADRAS HOTEL,28/30/32 Madras Street ,425,Land,12478600,29368,2728,21-SEP-2015,Shop House,99 Yrs From 04/07/1994,Resale,08,20,208422,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,8 Perak Road ,130,Land,3850000,29547,2745,08-OCT-2015,Shop House,99 Yrs From 30/03/1994,Resale,08,20,208129,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,19 Chander Road ,55,Land,2200000,39783,3696,23-OCT-2015,Shop House,Freehold,Resale,08,21,219532,Central Region,Rochor
THE CITRON,1 Marne Road  #01-11/12 ,110,Strata,2934400,26676,2478,27-OCT-2015,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
28 RC SUITES,28 Race Course Lane  #01-05 ,25,Strata,1076000,43040,3999,20-NOV-2015,Retail,Freehold,New Sale,08,21,218746,Central Region,Rochor
28 RC SUITES,28 Race Course Lane  #01-08 ,34,Strata,1500000,44118,4099,25-NOV-2015,Retail,Freehold,New Sale,08,21,218746,Central Region,Rochor
THE CITRON,1 Marne Road  #01-13 ,47,Strata,1085000,23085,2145,22-DEC-2015,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
RACE COURSE RD/OWEN RD CON AREA,398 Race Course Road ,153,Land,3100000,20315,1887,26-DEC-2015,Shop House,Freehold,Resale,08,21,218651,Central Region,Kallang
THE CITRON,1 Marne Road  #01-18 ,44,Strata,940000,21364,1985,28-DEC-2015,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,30 Dickson Road ,113,Strata,2500000,22124,2055,19-JAN-2016,Shop House,999 Yrs From 01/08/1859,Resale,08,20,209512,Central Region,Rochor
TRIO,11 Sam Leong Road  #01-07 ,22,Strata,1090000,49545,4603,20-JAN-2016,Retail,Freehold,Sub Sale,08,20,207903,Central Region,Kallang
N.A.,26 Desker Road ,103,Land,3850000,37561,3489,22-JAN-2016,Shop House,Freehold,Resale,08,20,209560,Central Region,Rochor
RITZ @ FARRER,142 Race Course Road  #01-02 ,72,Strata,2550000,35417,3290,16-FEB-2016,Retail,Freehold,New Sale,08,21,218593,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,101 Serangoon Road ,113,Land,5700000,50667,4707,22-MAR-2016,Shop House,99 Yrs From 04/03/1995,Resale,08,21,218006,Central Region,Rochor
SOHO 188,188 Race Course Road  #01-02 ,44,Strata,1200000,27273,2534,23-MAR-2016,Retail,Freehold,Resale,08,21,218612,Central Region,Rochor
TRIO,11 Sam Leong Road  #01-14 ,33,Strata,1500000,45455,4223,06-APR-2016,Retail,Freehold,New Sale,08,20,207903,Central Region,Kallang
SIM LIM TOWER,10 Jalan Besar  #02-10 ,38,Strata,1150000,30263,2812,03-JUN-2016,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
N.A.,154 Serangoon Road ,103,Land,6650000,64500,5992,08-JUN-2016,Shop House,Freehold,Resale,08,21,218044,Central Region,Rochor
N.A.,129 Syed Alwi Road ,66,Land,6500000,98187,9122,17-JUN-2013,Shop House,Freehold,Resale,08,20,207693,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,48 Clive Street ,67,Land,2400000,35982,3343,19-JUN-2013,Shop House,Freehold,Resale,08,20,209792,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,21/22 Upper Weld Road ,319,Land,8688800,27221,2529,20-JUN-2013,Shop House,Freehold,Resale,08,20,207378,Central Region,Rochor
SUITES 123,123 Rangoon Road  #01-06 ,34,Strata,950000,27941,2596,25-JUN-2013,Retail,Freehold,Resale,08,21,218401,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,53 Jalan Besar ,102,Land,4250000,41667,3871,27-JUN-2013,Shop House,999 Yrs From 01/08/1859,Resale,08,20,208807,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,18 Dickson Road ,115,Land,4500000,39301,3651,28-JUN-2013,Shop House,Freehold,Resale,08,20,209502,Central Region,Rochor
JALAN BESAR PLAZA,101 Kitchener Road  #02-19 ,30,Strata,750000,25000,2323,04-JUL-2013,Retail,Freehold,Resale,08,20,208511,Central Region,Kallang
DESKER ROAD CONSERVATION AREA,75 Maude Road ,131,Land,5000000,38081,3538,09-JUL-2013,Shop House,Freehold,Resale,08,20,208352,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,12 Dunlop Street ,75,Land,3100000,41114,3820,16-JUL-2013,Shop House,999 Yrs From 15/10/1859,Resale,08,20,209342,Central Region,Rochor
N.A.,284 Jalan Besar ,149,Land,4700000,31629,2938,18-JUL-2013,Shop House,999 Yrs From 19/09/1919,Resale,08,20,208947,Central Region,Kallang
N.A.,586 Serangoon Road ,145,Land,4200000,28946,2689,19-JUL-2013,Shop House,Freehold,Resale,08,21,218200,Central Region,Kallang
SIM LIM TOWER,10 Jalan Besar  #03-31 ,43,Strata,1800000,41860,3889,22-JUL-2013,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
TRESOR TAVERN HOTEL,26/26A/26B/26C Cavan Road ,178,Land,15800000,88615,8233,12-AUG-2013,Shop House,Freehold,Resale,08,20,209854,Central Region,Kallang
DESKER ROAD CONSERVATION AREA,33 Sam Leong Road ,142,Land,5350000,37809,3513,14-AUG-2013,Shop House,Freehold,Resale,08,20,207923,Central Region,Kallang
DESKER ROAD CONSERVATION AREA,75 Maude Road ,131,Land,4380000,33359,3099,27-AUG-2013,Shop House,Freehold,Resale,08,20,208352,Central Region,Kallang
SOHO 188,188 Race Course Road  #01-02 ,44,Strata,1100000,25000,2323,19-SEP-2013,Retail,Freehold,Resale,08,21,218612,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,37/38/39 Upper Weld Road ,444,Land,14000000,31503,2927,26-SEP-2013,Shop House,Freehold,Resale,08,20,207394,Central Region,Rochor
DESKER ROAD CONSERVATION AREA,78 Desker Road ,122,Land,3500000,28759,2672,02-OCT-2013,Shop House,Freehold,Resale,08,20,209601,Central Region,Rochor
LE SOMME,60 Somme Road  #01-02 ,33,Strata,770350,23344,2169,22-OCT-2013,Retail,Freehold,New Sale,08,20,207876,Central Region,Kallang
LE SOMME,60 Somme Road  #01-01 ,40,Strata,915887,22897,2127,06-NOV-2013,Retail,Freehold,New Sale,08,20,207876,Central Region,Kallang
N.A.,102 Dunlop Street ,84,Land,4500000,53381,4959,11-DEC-2013,Shop House,199 Yrs From 30/04/2003,Resale,08,20,209421,Central Region,Rochor
PETAIN RD/TYRWHITT RD CONSERVATION AREA,33 Hamilton Road ,192,Land,5600000,29182,2711,12-DEC-2013,Shop House,Freehold,Resale,08,20,209202,Central Region,Kallang
LE SOMME,60 Somme Road  #01-03 ,68,Strata,1625040,23898,2220,26-DEC-2013,Retail,Freehold,New Sale,08,20,207876,Central Region,Kallang
SIM LIM TOWER,10 Jalan Besar  #09-07 ,78,Strata,1200000,15385,1429,07-JAN-2014,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
N.A.,440 Serangoon Road ,152,Land,4980000,32742,3042,07-FEB-2014,Shop House,Freehold,Resale,08,21,218134,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,152 Serangoon Road ,122,Land,6030000,49630,4611,11-FEB-2014,Shop House,Freehold,Resale,08,21,218043,Central Region,Rochor
ARC 380,380 Jalan Besar  #01-03 ,77,Strata,4807300,62432,5800,11-FEB-2014,Retail,Freehold,New Sale,08,20,209000,Central Region,Kallang
ARC 380,380 Jalan Besar  #01-14 ,34,Strata,2195900,64585,6000,12-FEB-2014,Retail,Freehold,New Sale,08,20,209000,Central Region,Kallang
ARC 380,380 Jalan Besar  #01-10 ,62,Strata,3937500,63508,5900,12-FEB-2014,Retail,Freehold,New Sale,08,20,209000,Central Region,Kallang
ARC 380,380 Jalan Besar  #01-12 ,42,Strata,2747000,65405,6076,12-FEB-2014,Retail,Freehold,New Sale,08,20,209000,Central Region,Kallang
ARC 380,380 Jalan Besar  #01-18 ,31,Strata,1962200,63297,5880,12-FEB-2014,Retail,Freehold,New Sale,08,20,209000,Central Region,Kallang
ARC 380,380 Jalan Besar  #01-13 ,48,Strata,2841700,59202,5500,13-FEB-2014,Retail,Freehold,New Sale,08,20,209000,Central Region,Kallang
N.A.,535 Serangoon Road ,172,Land,4500000,26178,2432,18-FEB-2014,Shop House,Freehold,Resale,08,21,218165,Central Region,Kallang
SIM LIM TOWER,10 Jalan Besar  #02-16 ,129,Strata,2800000,21705,2016,19-FEB-2014,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
N.A.,121/121A/121B Serangoon Road ,131,Land,6800000,51948,4826,28-FEB-2014,Shop House,99 Yrs From 30/10/1995,Resale,08,21,218026,Central Region,Rochor
N.A.,193 Jalan Besar ,181,Land,8000000,44248,4111,07-MAR-2014,Shop House,Freehold,Resale,08,20,208883,Central Region,Rochor
N.A.,74 Syed Alwi Road ,81,Land,3800000,46740,4342,28-MAR-2014,Shop House,Freehold,Resale,08,20,207653,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,22 Dunlop Street ,74,Land,2900000,39189,3641,07-Apr-2014,Shop House,999 Yrs From 09/07/1877,Resale,08,20,209350,Central Region,Rochor
STUDIOS @ MARNE,2 Marne Road  #01-01 ,65,Strata,1550000,23846,2215,07-APR-2014,Retail,Freehold,New Sale,08,20,208393,Central Region,Kallang
DESKER ROAD CONSERVATION AREA,85 Desker Road ,114,Land,3500000,30729,2855,21-APR-2014,Shop House,99 Yrs From 21/01/1995,Resale,08,20,209646,Central Region,Rochor
TRIO,11 Sam Leong Road  #04-02 ,29,Strata,873600,30124,2799,07-MAY-2014,Retail,Freehold,New Sale,08,20,207903,Central Region,Kallang
TRIO,11 Sam Leong Road  #01-09 ,52,Strata,2072000,39846,3702,08-MAY-2014,Retail,Freehold,New Sale,08,20,207903,Central Region,Kallang
N.A.,470 Serangoon Road ,127,Land,4050000,31890,2963,08-MAY-2014,Shop House,999 Yrs From 01/06/1860,Resale,08,21,218143,Central Region,Kallang
TRIO,11 Sam Leong Road  #04-05 ,38,Strata,1104300,29061,2700,12-MAY-2014,Retail,Freehold,New Sale,08,20,207903,Central Region,Kallang
TRIO,11 Sam Leong Road  #01-07 ,22,Strata,1090200,49555,4604,12-MAY-2014,Retail,Freehold,New Sale,08,20,207903,Central Region,Kallang
TRIO,11 Sam Leong Road  #01-08 ,34,Strata,1573800,46288,4300,12-MAY-2014,Retail,Freehold,New Sale,08,20,207903,Central Region,Kallang
28 RC SUITES,28 Race Course Lane  #01-06 ,23,Strata,1250912,54387,5053,19-MAY-2014,Retail,Freehold,New Sale,08,21,218746,Central Region,Rochor
TRIO,11 Sam Leong Road  #01-10 ,57,Strata,2271800,39856,3703,20-MAY-2014,Retail,Freehold,New Sale,08,20,207903,Central Region,Kallang
ARC 380,380 Jalan Besar  #01-15 ,58,Strata,3243500,55922,5195,28-MAY-2014,Retail,Freehold,New Sale,08,20,209000,Central Region,Kallang
N.A.,468 Serangoon Road ,134,Land,4450000,33283,3092,28-MAY-2014,Shop House,999 Yrs From 01/06/1860,Resale,08,21,218142,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,96/96A Serangoon Road ,171,Land,8008000,46968,4363,28-MAY-2014,Shop House,Freehold,Resale,08,21,218001,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,40 Race Course Road ,115,Land,4738000,41164,3824,29-MAY-2014,Shop House,Freehold,Resale,08,21,218556,Central Region,Rochor
TRIO,11 Sam Leong Road  #01-12 ,23,Strata,1016800,44209,4107,30-MAY-2014,Retail,Freehold,New Sale,08,20,207903,Central Region,Kallang
TRIO,11 Sam Leong Road  #01-01 ,69,Strata,2972000,43072,4002,03-JUN-2014,Retail,Freehold,New Sale,08,20,207903,Central Region,Kallang
TRIO,11 Sam Leong Road  #01-03 ,27,Strata,1367700,50656,4706,06-JUN-2014,Retail,Freehold,New Sale,08,20,207903,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,36/38/40 Belilios Lane ,299,Land,8805000,29448,2736,06-JUN-2014,Shop House,99 Yrs From 04/03/1995,Resale,08,21,219971,Central Region,Rochor
TRIO,11 Sam Leong Road  #01-06 ,24,Strata,1200000,50000,4645,11-JUN-2014,Retail,Freehold,New Sale,08,20,207903,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,36/38/40 Belilios Lane ,299,Land,9300000,31104,2890,23-JUN-2014,Shop House,99 Yrs From 04/03/1995,Resale,08,21,219971,Central Region,Rochor
N.A.,17/19 Tessensohn Road ,275,Land,6160000,22384,2079,14-JUL-2014,Shop House,Freehold,Resale,08,21,217651,Central Region,Kallang
TYRWHITT 139,139 Tyrwhitt Road  #01-03 ,39,Strata,920000,23590,2192,13-AUG-2014,Retail,Freehold,Resale,08,20,207557,Central Region,Kallang
RACE COURSE RD/OWEN RD CON AREA,446 Race Course Road ,120,Land,4400000,36728,3412,20-AUG-2014,Shop House,Freehold,Resale,08,21,218689,Central Region,Rochor
ARC 380,380 Jalan Besar  #01-05 ,21,Strata,1540000,73333,6813,20-AUG-2014,Retail,Freehold,New Sale,08,20,209000,Central Region,Kallang
THE CITRON,1 Marne Road  #01-33 ,47,Strata,1049500,22330,2074,20-AUG-2014,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
THE CITRON,1 Marne Road  #01-23 ,40,Strata,891300,22283,2070,21-AUG-2014,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,40/40A Mayo Street ,71,Land,1600000,22663,2105,21-SEP-2012,Shop House,999 Yrs From 27/08/1877,Resale,08,20,208319,Central Region,Rochor
N.A.,31 Cavan Road ,129,Strata,3100000,24031,2233,26-SEP-2012,Shop House,Freehold,Resale,08,20,209857,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,4/6/8 Belilios Lane ,205,Land,6250000,30532,2837,28-SEP-2012,Shop House,99 Yrs From 04/03/1995,Resale,08,21,219953,Central Region,Rochor
SIM LIM TOWER,10 Jalan Besar  #03-34 ,36,Strata,731588,20322,1888,01-OCT-2012,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
N.A.,515 Serangoon Road ,161,Land,4800000,29814,2770,08-OCT-2012,Shop House,Freehold,Resale,08,21,218155,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,27 Upper Dickson Road ,72,Land,2500000,34722,3226,12-OCT-2012,Shop House,Freehold,Resale,08,20,207486,Central Region,Rochor
N.A.,134 Owen Road ,116,Land,2950000,25475,2367,15-OCT-2012,Shop House,Freehold,Resale,08,21,218937,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,21 Dalhousie Lane ,100,Land,2300000,22931,2130,15-OCT-2012,Shop House,99 Yrs From 22/11/1993,Resale,08,20,209687,Central Region,Rochor
SIM LIM TOWER,10 Jalan Besar  #02-14 ,26,Strata,760000,29231,2716,23-OCT-2012,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,15 Norris Road ,157,Land,4200000,26820,2492,24-OCT-2012,Shop House,Freehold,Resale,08,20,208257,Central Region,Rochor
N.A.,216-1 Syed Alwi Road ,120,Land,3500000,29118,2705,02-NOV-2012,Shop House,999 Yrs From 17/03/1919,Resale,08,20,207750,Central Region,Kallang
SIM LIM TOWER,10 Jalan Besar  #03-33 ,38,Strata,990000,26053,2420,06-NOV-2012,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
JALAN BESAR PLAZA,101 Kitchener Road  #03-40 ,73,Strata,1060000,14521,1349,14-NOV-2012,Retail,Freehold,Resale,08,20,208511,Central Region,Kallang
PETAIN RD/TYRWHITT RD CONSERVATION AREA,127 Tyrwhitt Road ,141,Land,3762000,26776,2488,15-NOV-2012,Shop House,Freehold,Resale,08,20,207551,Central Region,Kallang
DESKER ROAD CONSERVATION AREA,71 Rowell Road ,104,Land,2600000,25097,2332,15-NOV-2012,Shop House,Freehold,Resale,08,20,208009,Central Region,Rochor
N.A.,284 Jalan Besar ,149,Land,3300000,22207,2063,21-NOV-2012,Shop House,999 Yrs From 19/09/1919,Resale,08,20,208947,Central Region,Kallang
DESKER ROAD CONSERVATION AREA,33 Sam Leong Road ,142,Land,4500000,31802,2954,27-NOV-2012,Shop House,Freehold,Resale,08,20,207923,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,96/96A Serangoon Road ,171,Land,8000000,46921,4359,06-DEC-2012,Shop House,Freehold,Resale,08,21,218001,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,40 Race Course Road ,115,Land,3980000,34579,3212,14-DEC-2012,Shop House,Freehold,Resale,08,21,218556,Central Region,Rochor
SIM LIM TOWER,10 Jalan Besar  #03-31 ,43,Strata,1450000,33721,3133,21-JAN-2013,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,36 Dunlop Street ,90,Land,2888000,31947,2968,22-JAN-2013,Shop House,999 Yrs From 17/04/1877,Resale,08,20,209364,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,59 Dickson Road ,122,Land,3600000,29557,2746,05-FEB-2013,Shop House,999 Yrs From 01/08/1859,Resale,08,20,209527,Central Region,Rochor
SIM LIM TOWER,10 Jalan Besar  #02-03 ,27,Strata,800000,29630,2753,06-FEB-2013,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,14 Dalhousie Lane ,84,Land,2180000,25829,2400,06-FEB-2013,Shop House,99 Yrs From 30/03/1994,Resale,08,20,209683,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,61 Dickson Road ,112,Land,3600000,32172,2989,13-FEB-2013,Shop House,999 Yrs From 01/08/1859,Resale,08,20,209528,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,36/38/40 Belilios Lane ,299,Land,11000000,36789,3418,19-FEB-2013,Shop House,99 Yrs From 04/03/1995,Resale,08,21,219971,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,72/74 Dunlop Street ,193,Land,6000000,31104,2890,20-FEB-2013,Shop House,999 Yrs From 15/10/1859,Resale,08,20,209400,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,15 Upper Dickson Road ,132,Land,3800000,28875,2683,21-FEB-2013,Shop House,999 Yrs From 06/06/1874,Resale,08,20,207475,Central Region,Rochor
PARC SOMME,62 Somme Road  #01-05 ,17,Strata,380000,22353,2077,21-FEB-2013,Retail,99 Yrs From 06/05/2008,Sub Sale,08,20,207877,Central Region,Kallang
PARC SOMME,62 Somme Road  #01-04 ,14,Strata,380000,27143,2522,21-FEB-2013,Retail,99 Yrs From 06/05/2008,Sub Sale,08,20,207877,Central Region,Kallang
N.A.,82 Syed Alwi Road ,137,Land,7250000,52958,4920,26-FEB-2013,Shop House,Freehold,Resale,08,20,207661,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,70 Dunlop Street ,84,Land,3000000,35629,3310,01-MAR-2013,Shop House,999 Yrs From 15/10/1859,Resale,08,20,209398,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,25/31 Jalan Besar ,310,Land,11500000,37073,3444,08-MAR-2013,Shop House,999 Yrs From 15/10/1859,Resale,08,20,208798,Central Region,Rochor
N.A.,63 Syed Alwi Road ,121,Land,3616600,29914,2779,13-MAR-2013,Shop House,99 Yrs From 12/11/1999,Resale,08,20,207642,Central Region,Rochor
DESKER ROAD CONSERVATION AREA,91 Rowell Road ,103,Land,1681000,16352,1519,14-MAR-2013,Shop House,Freehold,Resale,08,20,208019,Central Region,Rochor
SIM LIM TOWER,10 Jalan Besar  #02-18 ,41,Strata,1028038,25074,2329,25-MAR-2013,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,36 Upper Dickson Road ,58,Land,2378000,40929,3802,01-APR-2013,Shop House,999 Yrs From 27/12/1877,Resale,08,20,207495,Central Region,Rochor
N.A.,444 Serangoon Road ,151,Land,4800000,31704,2945,09-APR-2013,Shop House,Freehold,Resale,08,21,218136,Central Region,Kallang
DESKER ROAD CONSERVATION AREA,129 Desker Road ,85,Land,3400000,40142,3729,18-APR-2013,Shop House,Freehold,Resale,08,20,209644,Central Region,Rochor
SIM LIM TOWER,10 Jalan Besar  #B1-15 ,40,Strata,1034000,25850,2402,19-APR-2013,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,5/7 Dunlop Street ,201,Land,5200000,25896,2406,25-APR-2013,Shop House,999 Yrs From 18/01/1878,Resale,08,20,209337,Central Region,Rochor
PETAIN RD/TYRWHITT RD CONSERVATION AREA,369 Jalan Besar ,139,Land,4200000,30129,2799,26-APR-2013,Shop House,Freehold,Resale,08,20,208997,Central Region,Kallang
N.A.,622 Serangoon Road ,138,Land,4800000,34808,3234,03-MAY-2013,Shop House,Freehold,Resale,08,21,218222,Central Region,Kallang
N.A.,215 Syed Alwi Road ,119,Land,3780000,31738,2949,07-MAY-2013,Shop House,Freehold,Resale,08,20,207748,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,49 Jalan Besar ,155,Land,2600000,16763,1557,09-MAY-2013,Shop House,999 Yrs From 01/08/1859,Resale,08,20,208805,Central Region,Rochor
DESKER ROAD CONSERVATION AREA,85 Desker Road ,114,Land,2800000,24583,2284,09-MAY-2013,Shop House,99 Yrs From 21/01/1995,Resale,08,20,209646,Central Region,Rochor
NEW WORLD CENTRE,1 Jalan Berseh  #01-04 ,94,Strata,1680000,17872,1660,10-MAY-2013,Retail,99 Yrs From 31/03/1994,Resale,08,20,209037,Central Region,Rochor
N.A.,440 Serangoon Road ,152,Land,4000000,26298,2443,10-MAY-2013,Shop House,Freehold,Resale,08,21,218134,Central Region,Kallang
PETAIN RD/TYRWHITT RD CONSERVATION AREA,345 Jalan Besar ,230,Land,10700000,46522,4322,13-MAY-2013,Shop House,Freehold,Resale,08,20,208987,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,8 Rowell Road ,108,Land,3250000,30093,2796,13-MAY-2013,Shop House,Freehold,Resale,08,20,207966,Central Region,Rochor
N.A.,153/155 Kitchener Road ,268,Land,9500000,35514,3299,15-MAY-2013,Shop House,Freehold,Resale,08,20,208527,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,19 Dalhousie Lane ,82,Land,2200000,26928,2502,16-MAY-2013,Shop House,99 Yrs From 22/11/1993,Resale,08,20,209686,Central Region,Rochor
DESKER ROAD CONSERVATION AREA,81/83 Rowell Road ,204,Land,6680000,32697,3038,16-MAY-2013,Shop House,Freehold,Resale,08,20,208015,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,107 Serangoon Road ,99,Land,5500000,55612,5166,21-MAY-2013,Shop House,99 Yrs From 07/03/1995,Resale,08,21,218012,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,72 Buffalo Road ,79,Land,3000000,37975,3528,23-MAY-2013,Shop House,99 Yrs From 28/10/1991,Resale,08,21,219810,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,129 Jalan Besar ,82,Land,2900000,35280,3278,24-MAY-2013,Shop House,Freehold,Resale,08,20,208847,Central Region,Rochor
N.A.,96 Rangoon Road ,136,Strata,2550000,18750,1742,27-MAY-2013,Shop House,Freehold,Resale,08,21,218381,Central Region,Kallang
TYRWHITT 139,139 Tyrwhitt Road  #01-02 ,34,Strata,900000,26471,2459,28-MAY-2013,Retail,Freehold,Resale,08,20,207557,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,13 Dalhousie Lane ,89,Land,2360000,26428,2455,28-MAY-2013,Shop House,99 Yrs From 29/06/1994,Resale,08,20,209682,Central Region,Rochor
N.A.,216-1 Syed Alwi Road ,120,Land,4000000,33278,3092,29-MAY-2013,Shop House,999 Yrs From 17/03/1919,Resale,08,20,207750,Central Region,Kallang
DESKER ROAD CONSERVATION AREA,73/73A/73B Maude Road ,121,Land,5200000,42834,3979,31-MAY-2013,Shop House,Freehold,Resale,08,20,208351,Central Region,Kallang
N.A.,282 Jalan Besar ,133,Land,5400000,40510,3763,05-JUN-2013,Shop House,999 Yrs From 08/04/1919,Resale,08,20,208945,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,30 Dickson Road ,113,Strata,2360000,20885,1940,07-JUN-2013,Shop House,999 Yrs From 01/08/1859,Resale,08,20,209512,Central Region,Rochor
SIM LIM TOWER,10 Jalan Besar  #02-03 ,27,Strata,965000,35741,3320,13-JUN-2013,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
CITY STUDIOS,30 Race Course Lane  #01-02 ,84,Strata,1350000,16071,1493,23-DEC-2011,Retail,Freehold,Sub Sale,08,21,218745,Central Region,Rochor
N.A.,444 Serangoon Road ,151,Land,3250000,21466,1994,27-DEC-2011,Shop House,Freehold,Resale,08,21,218136,Central Region,Kallang
