Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
TELOK AYER CONSERVATION AREA,93 Club Street ,74,Land,8500000,114247,10614,27-MAY-2014,Shop House,999 Yrs From 01/10/1827,Resale,01,06,069461,Central Region,Outram
FOOK HAI BUILDING,150 South Bridge Road  #B1-20 ,28,Strata,568000,20286,1885,04-JUN-2014,Retail,99 Yrs From 18/01/1972,Resale,01,05,058727,Central Region,Outram
BOAT QUAY CONSERVATION AREA,57 South Bridge Road ,127,Land,7100000,55818,5186,17-JUN-2014,Shop House,999 Yrs From 10/08/1831,Resale,01,05,058688,Central Region,Singapore River
TELOK AYER CONSERVATION AREA,16 Stanley Street ,146,Land,10500000,72066,6695,25-JUN-2014,Shop House,Freehold,Resale,01,06,068735,Central Region,Outram
TELOK AYER CONSERVATION AREA,122 Telok Ayer Street ,106,Land,7200000,68117,6328,07-JUL-2014,Shop House,199 Yrs From 30/06/2003,Resale,01,06,068591,Central Region,Outram
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #01-07 ,38,Strata,1680000,44211,4107,11-JUL-2014,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
HAVELOCK2,2 Havelock Road  #01-41 ,24,Strata,966000,40250,3739,14-AUG-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-13 ,24,Strata,1695200,70633,6562,14-AUG-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-08 ,33,Strata,2255000,68333,6348,18-AUG-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #02-28 ,22,Strata,1052000,47818,4442,20-AUG-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-18 ,19,Strata,1127000,59316,5511,20-AUG-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-47 ,16,Strata,824000,51500,4784,26-AUG-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-07 ,22,Strata,1091000,49591,4607,29-AUG-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-39 ,18,Strata,1041800,57878,5377,29-AUG-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-15 ,25,Strata,1587700,63508,5900,29-AUG-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-23 ,14,Strata,885150,63225,5874,01-SEP-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-40 ,20,Strata,1097000,54850,5096,02-SEP-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-32 ,25,Strata,1338400,53536,4974,03-SEP-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-11 ,118,Strata,2488600,21090,1959,05-SEP-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
N.A.,16 Gemmill Lane ,145,Land,10500000,72364,6723,15-SEP-2014,Shop House,99 Yrs From 12/01/1996,Resale,01,06,069254,Central Region,Outram
HAVELOCK2,2 Havelock Road  #01-20 ,25,Strata,1482000,59280,5507,17-SEP-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #03-09 ,124,Strata,2927000,23605,2193,17-SEP-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-21 ,28,Strata,1627500,58125,5400,19-SEP-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-33 ,24,Strata,1225308,51055,4743,23-SEP-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-19 ,23,Strata,1397700,60770,5646,23-SEP-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
THE RIVERSIDE PIAZZA,11 Keng Cheow Street  #01-02 ,70,Strata,1350000,19286,1792,24-SEP-2014,Retail,99 Yrs From 02/10/1992,Resale,01,05,059608,Central Region,Singapore River
PEOPLE'S PARK COMPLEX,1 Park Road  #03-80 ,39,Strata,1200000,30769,2859,02-OCT-2014,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
N.A.,22 Gemmill Lane ,207,Land,14250000,68708,6383,03-OCT-2014,Shop House,99 Yrs From 15/01/1996,Resale,01,06,069257,Central Region,Outram
THE RIVERSIDE PIAZZA,11 Keng Cheow Street  #01-08 ,58,Strata,1420000,24483,2275,07-OCT-2014,Retail,99 Yrs From 02/10/1992,Resale,01,05,059608,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #02-09 ,34,Strata,1302237,38301,3558,14-OCT-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #02-31 ,18,Strata,772073,42893,3985,14-OCT-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #02-30 ,18,Strata,772073,42893,3985,15-OCT-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
TELOK AYER CONSERVATION AREA,64 South Bridge Road ,139,Land,6618000,47509,4414,20-OCT-2014,Shop House,99 Yrs From 01/10/1951,Resale,01,05,058694,Central Region,Singapore River
N.A.,10/10A/12/12A Gemmill Lane ,217,Land,10000000,46125,4285,23-OCT-2014,Shop House,99 Yrs From 15/01/1996,Resale,01,06,069251,Central Region,Outram
HAVELOCK2,2 Havelock Road  #01-16 ,31,Strata,1801800,58123,5400,27-OCT-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-25 ,22,Strata,1048300,47650,4427,27-OCT-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #02-29 ,27,Strata,1162300,43048,3999,31-OCT-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
N.A.,161 Telok Ayer Street ,138,Land,9380000,67873,6306,04-NOV-2014,Shop House,Freehold,Resale,01,06,068615,Central Region,Outram
HAVELOCK2,2 Havelock Road  #B1-20 ,20,Strata,1103800,55190,5127,05-NOV-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #02-01 ,31,Strata,1334700,43055,4000,05-NOV-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
OXLEY TOWER,138 Robinson Road  #02-50 ,11,Strata,830000,75455,7010,21-NOV-2014,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
HAVELOCK2,2 Havelock Road  #02-33 ,16,Strata,702600,43913,4080,08-DEC-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #02-10 ,24,Strata,938000,39083,3631,09-DEC-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
PEOPLE'S PARK COMPLEX,1 Park Road  #01-35 ,42,Strata,2750000,65476,6083,11-DEC-2014,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
HAVELOCK2,2 Havelock Road  #01-14 ,22,Strata,1478300,67195,6243,15-DEC-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
BOAT QUAY CONSERVATION AREA,69 Boat Quay ,109,Land,9280000,84826,7881,17-DEC-2014,Shop House,999 Yrs From 28/06/1826,Resale,01,04,049857,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-24 ,20,Strata,914000,45700,4246,18-DEC-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
THE ARCADE,11 Collyer Quay  #01-21 ,23,Strata,1950000,84783,7876,05-JAN-2015,Retail,99 Yrs From 01/10/1979,Resale,01,04,049317,Central Region,Downtown Core
HAVELOCK2,2 Havelock Road  #02-11 ,32,Strata,1238000,38688,3594,06-JAN-2015,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
N.A.,32 North Canal Road ,150,Land,7800000,51965,4828,06-FEB-2015,Shop House,99 Yrs From 01/01/1948,Resale,01,05,059288,Central Region,Singapore River
N.A.,75/75A/75B/77 Pagoda Street ,187,Land,20000000,107066,9947,10-FEB-2015,Shop House,999 Yrs From 17/05/1875,Resale,01,05,059234,Central Region,Outram
HAVELOCK2,2 Havelock Road  #B1-26 ,14,Strata,835100,59650,5542,10-FEB-2015,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-64 ,36,Strata,905000,25139,2335,11-FEB-2015,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
THE ARCADE,11 Collyer Quay  #02-30 ,6,Strata,780000,130000,12077,13-FEB-2015,Retail,99 Yrs From 01/10/1979,Resale,01,04,049317,Central Region,Downtown Core
N.A.,39 Hongkong Street ,201,Land,17208888,85787,7970,09-MAR-2015,Shop House,99 Yrs From 25/02/2013,Resale,01,05,059678,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #B1-27 ,15,Strata,817490,54499,5063,09-APR-2015,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
N.A.,35/36 North Canal Road ,311,Land,15000000,48201,4478,15-APR-2015,Shop House,99 Yrs From 01/02/1948,Resale,01,05,059292,Central Region,Singapore River
BOAT QUAY CONSERVATION AREA,52 Boat Quay ,104,Land,12000000,115385,10719,14-MAR-2013,Shop House,999 Yrs From 20/04/1826,Resale,01,04,049841,Central Region,Singapore River
OXLEY TOWER,138 Robinson Road  #02-14 ,34,Strata,2000000,58824,5465,15-MAR-2013,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
BOAT QUAY CONSERVATION AREA,47 Boat Quay ,133,Land,11880000,89525,8317,21-MAR-2013,Shop House,999 Yrs From 20/04/1826,Resale,01,04,049836,Central Region,Singapore River
BOAT QUAY CONSERVATION AREA,49/49A/49B South Bridge Road ,132,Land,6260000,47532,4416,26-MAR-2013,Shop House,999 Yrs From 10/08/1831,Resale,01,05,058681,Central Region,Singapore River
OXLEY TOWER,138 Robinson Road  #02-02 ,14,Strata,1480000,105714,9821,28-MAR-2013,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-33 ,21,Strata,1105000,52619,4888,02-APR-2013,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-02 ,19,Strata,1188000,62526,5809,03-APR-2013,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-13 ,30,Strata,1000000,33333,3097,09-APR-2013,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
TELOK AYER CONSERVATION AREA,78/79/80 Amoy Street ,503,Land,32000000,63682,5916,10-APR-2013,Shop House,999 Yrs From 01/10/1827,Resale,01,06,069897,Central Region,Outram
THE ARCADE,11 Collyer Quay  #03-09 ,21,Strata,1100000,52381,4866,23-APR-2013,Retail,99 Yrs From 01/10/1979,Resale,01,04,049317,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-63 ,13,Strata,870000,66923,6217,30-APR-2013,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-39 ,18,Strata,1018000,56556,5254,02-MAY-2013,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
TELOK AYER CONSERVATION AREA,277/277A/277B/279 South Bridge Road ,265,Land,13000000,49149,4566,02-MAY-2013,Shop House,99 Yrs From 27/11/1992,Resale,01,05,058826,Central Region,Outram
N.A.,9 Ann Siang Road ,104,Land,7950988,76305,7089,03-MAY-2013,Shop House,999 Yrs From 01/10/1827,Resale,01,06,069690,Central Region,Outram
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-42 ,32,Strata,818000,25563,2375,10-MAY-2013,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
BOAT QUAY CONSERVATION AREA,34 Circular Road ,98,Land,8500000,86912,8074,13-MAY-2013,Shop House,999 Yrs From 20/04/1826,Resale,01,04,049390,Central Region,Singapore River
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-24 ,29,Strata,530000,18276,1698,13-MAY-2013,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #03-40 ,20,Strata,1150000,57500,5342,15-MAY-2013,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
PEOPLE'S PARK COMPLEX,1 Park Road  #02-41 ,22,Strata,1900000,86364,8023,15-MAY-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
TELOK AYER CONSERVATION AREA,82 Amoy Street ,258,Land,16000000,62112,5770,16-MAY-2013,Shop House,999 Yrs From 01/10/1827,Resale,01,06,069901,Central Region,Outram
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-41 ,32,Strata,820000,25625,2381,16-MAY-2013,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #02-15 ,42,Strata,1850000,44048,4092,22-MAY-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
TELOK AYER CONSERVATION AREA,182 Telok Ayer Street ,133,Land,9570000,72063,6695,27-MAY-2013,Shop House,999 Yrs From 15/09/1829,Resale,01,06,068630,Central Region,Downtown Core
PEOPLE'S PARK COMPLEX,1 Park Road  #01-84D ,113,Strata,5500000,48673,4522,29-MAY-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #01-84E ,89,Strata,4500000,50562,4697,29-MAY-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #B1-55 ,70,Strata,1680000,24000,2230,30-MAY-2013,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #03-34 ,21,Strata,1138000,54190,5034,31-MAY-2013,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
N.A.,36 North Canal Road ,155,Land,6800000,43871,4076,03-JUN-2013,Shop House,99 Yrs From 01/02/1948,Resale,01,05,059292,Central Region,Singapore River
BOAT QUAY CONSERVATION AREA,81 South Bridge Road ,150,Land,13000000,86436,8030,03-JUN-2013,Shop House,999 Yrs From 10/08/1831,Resale,01,05,058711,Central Region,Singapore River
THE SAIL @ MARINA BAY,2 Marina Boulevard  #B1-05-12 ,322,Strata,21347000,66295,6159,06-JUN-2013,Retail,99 Yrs From 12/08/2002,Resale,01,01,018987,Central Region,Downtown Core
THE SAIL @ MARINA BAY,2 Marina Boulevard  #01-01/02 ETC ,398,Strata,15401000,38696,3595,06-JUN-2013,Retail,99 Yrs From 12/08/2002,Resale,01,01,018987,Central Region,Downtown Core
SHENTON HOUSE,3 Shenton Way  #01-03 ,75,Strata,3000000,40000,3716,06-JUN-2013,Retail,99 Yrs From 02/06/1969,Resale,01,06,068805,Central Region,Downtown Core
KRETA AYER CONSERVATION AREA,39 Pagoda Street ,115,Land,10000000,87260,8107,13-JUN-2013,Shop House,Freehold,Resale,01,05,059198,Central Region,Outram
KRETA AYER CONSERVATION AREA,73 Pagoda Street ,97,Land,10000000,103306,9597,18-JUN-2013,Shop House,999 Yrs From 17/05/1875,Resale,01,05,059232,Central Region,Outram
N.A.,14 Ann Siang Road ,117,Land,9650000,82479,7662,19-JUN-2013,Shop House,999 Yrs From 01/10/1827,Resale,01,06,069694,Central Region,Outram
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #02-30 ,41,Strata,2100000,51220,4758,21-JUN-2013,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
FOOK HAI BUILDING,150 South Bridge Road  #01-06 ,48,Strata,1150000,23958,2226,24-JUN-2013,Retail,99 Yrs From 18/01/1972,Resale,01,05,058727,Central Region,Outram
BOAT QUAY CONSERVATION AREA,39 Circular Road ,104,Land,9500000,91083,8462,28-JUN-2013,Shop House,999 Yrs From 20/04/1826,Resale,01,04,049395,Central Region,Singapore River
OXLEY TOWER,138 Robinson Road  #03-29 ,21,Strata,1230000,58571,5441,18-JUL-2013,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
N.A.,201 South Bridge Road ,98,Land,5500000,56410,5241,22-JUL-2013,Shop House,99 Yrs From 24/10/1995,Resale,01,05,058750,Central Region,Outram
KRETA AYER CONSERVATION AREA,18 Sago Street ,104,Land,6780000,65444,6080,22-JUL-2013,Shop House,99 Yrs From 21/06/1991,Resale,01,05,059017,Central Region,Outram
KRETA AYER CONSERVATION AREA,62 Pagoda Street ,138,Land,8569500,62053,5765,01-AUG-2013,Shop House,99 Yrs From 30/10/1995,Resale,01,05,059221,Central Region,Outram
MAXWELL HOUSE,20 Maxwell Road  #01-09 ,22,Strata,420000,19091,1774,06-AUG-2013,Retail,99 Yrs From 02/06/1969,Resale,01,06,069113,Central Region,Outram
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-70 ,60,Strata,1475000,24583,2284,07-AUG-2013,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
THE RIVERSIDE PIAZZA,11 Keng Cheow Street  #01-01 ,333,Strata,5000000,15015,1395,27-AUG-2013,Retail,99 Yrs From 02/10/1992,Resale,01,05,059608,Central Region,Singapore River
PEOPLE'S PARK COMPLEX,1 Park Road  #03-30 ,29,Strata,1300000,44828,4165,10-SEP-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #03-24 ,29,Strata,1060000,36552,3396,17-SEP-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #01-78B ,22,Strata,1380000,62727,5828,24-SEP-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
FOOK HAI BUILDING,150 South Bridge Road  #01-17 ,60,Strata,1850000,30833,2864,25-SEP-2013,Retail,99 Yrs From 18/01/1972,Resale,01,05,058727,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #03-K76 ,12,Strata,850000,70833,6581,27-SEP-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
TELOK AYER CONSERVATION AREA,11 Ann Siang Road ,109,Land,7500000,68807,6392,11-OCT-2013,Shop House,999 Yrs From 01/10/1827,Resale,01,06,069691,Central Region,Outram
FOOK HAI BUILDING,150 South Bridge Road  #B1-32 ,321,Strata,4680000,14579,1354,16-OCT-2013,Retail,99 Yrs From 18/01/1972,Resale,01,05,058727,Central Region,Outram
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-74 ,42,Strata,1000000,23810,2212,29-NOV-2013,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
SHENTON HOUSE,3 Shenton Way  #01-05 ,294,Strata,6100000,20748,1928,04-DEC-2013,Retail,99 Yrs From 02/06/1969,Resale,01,06,068805,Central Region,Downtown Core
SHENTON HOUSE,3 Shenton Way  #02-15 ,33,Strata,700000,21212,1971,04-DEC-2013,Retail,99 Yrs From 02/06/1969,Resale,01,06,068805,Central Region,Downtown Core
PEOPLE'S PARK COMPLEX,1 Park Road  #02-31 ,36,Strata,1500000,41667,3871,12-DEC-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
MAXWELL HOUSE,20 Maxwell Road  #01-09 ,22,Strata,620000,28182,2618,20-DEC-2013,Retail,99 Yrs From 02/06/1969,Resale,01,06,069113,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #02-30 ,40,Strata,2988000,74700,6940,20-DEC-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #03-24 ,29,Strata,1280000,44138,4101,30-DEC-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
SHENTON HOUSE,3 Shenton Way  #02-15 ,33,Strata,800000,24242,2252,15-JAN-2014,Retail,99 Yrs From 02/06/1969,Resale,01,06,068805,Central Region,Downtown Core
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #B1-03 ,42,Strata,935000,22262,2068,12-FEB-2014,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
BOAT QUAY CONSERVATION AREA,47 South Bridge Road ,135,Land,6500000,48006,4460,12-MAR-2014,Shop House,999 Yrs From 10/08/1831,Resale,01,05,058680,Central Region,Singapore River
PEOPLE'S PARK COMPLEX,1 Park Road  #02-13 ,42,Strata,1588000,37810,3513,13-MAR-2014,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #01-43 ,76,Strata,2838000,37342,3469,24-MAR-2014,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #03-25 ,29,Strata,475000,16379,1522,26-JUN-2012,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #B1-59 ,40,Strata,880000,22000,2044,29-JUN-2012,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #03-50 ,12,Strata,670000,55833,5187,29-JUN-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
THE RIVERSIDE PIAZZA,11 Keng Cheow Street  #01-02 ,70,Strata,1190000,17000,1579,02-JUL-2012,Retail,99 Yrs From 02/10/1992,Resale,01,05,059608,Central Region,Singapore River
LEX LOCI,9/9A/9B/9C Circular Road ,105,Land,6370000,60609,5631,03-JUL-2012,Shop House,999 Yrs From 28/06/1826,Resale,01,04,049365,Central Region,Singapore River
PEOPLE'S PARK COMPLEX,1 Park Road  #02-07 ,58,Strata,2100000,36207,3364,13-JUL-2012,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
N.A.,22 Sago Street ,99,Land,4000000,40486,3761,19-JUL-2012,Shop House,99 Yrs From 18/09/1991,Resale,01,05,059019,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #02-51 ,11,Strata,880000,80000,7432,23-JUL-2012,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
BOAT QUAY CONSERVATION AREA,57/57A/57B Boat Quay ,135,Land,9200000,68199,6336,26-JUL-2012,Shop House,999 Yrs From 28/06/1826,Resale,01,04,049846,Central Region,Singapore River
BOAT QUAY CONSERVATION AREA,32/32A/32B/32C Boat Quay ,136,Land,8488000,62458,5802,26-JUL-2012,Shop House,999 Yrs From 24/06/1826,Resale,01,04,049821,Central Region,Singapore River
PEOPLE'S PARK COMPLEX,1 Park Road  #01-37/38 ,84,Strata,5700000,67857,6304,27-JUL-2012,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
N.A.,18/18A/18B Gemmill Lane ,147,Land,5800000,39483,3668,21-AUG-2012,Shop House,99 Yrs From 15/01/1996,Resale,01,06,069255,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #03-50 ,12,Strata,567600,47300,4394,23-AUG-2012,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #01-01 ,41,Strata,1680000,40976,3807,23-AUG-2012,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
TELOK AYER CONSERVATION AREA,167/169 Telok Ayer Street ,262,Land,13800000,52632,4890,23-AUG-2012,Shop House,Freehold,Resale,01,06,068618,Central Region,Downtown Core
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #B1-43 ,33,Strata,725000,21970,2041,12-SEP-2012,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #03-20 ,18,Strata,1000880,55604,5166,21-SEP-2012,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #B1-40 ,38,Strata,770000,20263,1882,27-SEP-2012,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
BOAT QUAY CONSERVATION AREA,23/24/25/26 Circular Road ,393,Land,23180000,59012,5482,27-SEP-2012,Shop House,999 Yrs From 20/04/1826,Resale,01,04,049379,Central Region,Singapore River
FOOK HAI BUILDING,150 South Bridge Road  #03-05 ,18,Strata,223888,12438,1156,03-OCT-2012,Retail,99 Yrs From 18/01/1972,Resale,01,05,058727,Central Region,Outram
KRETA AYER CONSERVATION AREA,200 South Bridge Road ,114,Land,5980000,52456,4873,10-OCT-2012,Shop House,999 Yrs From 01/10/1877,Resale,01,05,058749,Central Region,Outram
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-37 ,31,Strata,710000,22903,2128,10-OCT-2012,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #02-50 ,11,Strata,710000,64545,5996,11-OCT-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-11 ,18,Strata,1330000,73889,6864,12-OCT-2012,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-46 ,41,Strata,936000,22829,2121,12-OCT-2012,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
FOOK HAI BUILDING,150 South Bridge Road  #02-27 ,14,Strata,320000,22857,2123,12-OCT-2012,Retail,99 Yrs From 18/01/1972,Resale,01,05,058727,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #02-62 ,29,Strata,1180000,40690,3780,19-OCT-2012,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-42 ,32,Strata,700000,21875,2032,23-OCT-2012,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #03-16 ,17,Strata,980000,57647,5356,24-OCT-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
