Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
CROWN CENTRE,557 Bukit Timah Road  #02-15 ,14,Strata,568000,40571,3769,04-JUL-2014,Retail,Freehold,Resale,10,26,269694,Central Region,Bukit Timah
ROYALVILLE,833 Bukit Timah Road  #01-01 ,158,Strata,5000000,31646,2940,23-JUL-2014,Retail,Freehold,Resale,10,27,279887,Central Region,Bukit Timah
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #B1-07 ,54,Strata,2300000,42593,3957,31-JUL-2014,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #B1-05 ,54,Strata,2300000,42593,3957,17-OCT-2014,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #02-48 ,8,Strata,695000,86875,8071,21-OCT-2014,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
MING ARCADE,21 Cuscaden Road  #05-06 ,15,Strata,500000,33333,3097,31-OCT-2014,Retail,Freehold,Resale,10,24,249720,Central Region,Orchard
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #02-46 ,32,Strata,1350000,42188,3919,11-NOV-2014,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
N.A.,17A Lorong Liput ,175,Land,8700000,49601,4608,12-NOV-2014,Shop House,Freehold,Resale,10,27,277731,Central Region,Bukit Timah
CORONATION SHOPPING PLAZA,587 Bukit Timah Road  #03-07 ,35,Strata,1380000,39429,3663,28-MAR-2014,Retail,Freehold,Resale,10,26,269707,Central Region,Bukit Timah
CROWN CENTRE,557 Bukit Timah Road  #02-02 ,36,Strata,1430000,39722,3690,30-MAY-2014,Retail,Freehold,Resale,10,26,269694,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-42 ,45,Strata,2380000,52889,4913,27-NOV-2013,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #02-36 ,32,Strata,2170000,67813,6300,02-DEC-2013,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #02-50 ,6,Strata,550000,91667,8516,23-DEC-2013,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
CROWN CENTRE,557 Bukit Timah Road  #02-02 ,36,Strata,1260000,35000,3252,27-SEP-2013,Retail,Freehold,Resale,10,26,269694,Central Region,Bukit Timah
MING ARCADE,21 Cuscaden Road  #04-06 ,15,Strata,388000,25867,2403,03-OCT-2013,Retail,Freehold,Resale,10,24,249720,Central Region,Orchard
CROWN CENTRE,557 Bukit Timah Road  #02-07 ,43,Strata,1111200,25842,2401,06-JUN-2013,Retail,Freehold,Resale,10,26,269694,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-43/44 ,166,Strata,7188000,43301,4023,18-JUN-2013,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
SECOND AVENUE JUNCTION,733 Bukit Timah Road  #01-07 ,81,Strata,2530000,31235,2902,25-JUN-2013,Retail,Freehold,Resale,10,26,269748,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #02-35 ,33,Strata,2100000,63636,5912,08-JUL-2013,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #02-60 ,23,Strata,980000,42609,3958,30-MAY-2013,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #02-61 ,40,Strata,1600000,40000,3716,30-MAY-2013,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #03-01-06 ,349,Strata,11500000,32951,3061,06-JUN-2013,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #02-50 ,6,Strata,400000,66667,6193,15-MAY-2013,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #02-30 ,46,Strata,2100000,45652,4241,24-APR-2013,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #04-01 ,659,Strata,14800000,22458,2086,04-MAR-2013,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
CORONATION SHOPPING PLAZA,587 Bukit Timah Road  #03-13 ,25,Strata,980000,39200,3642,05-APR-2013,Retail,Freehold,Resale,10,26,269707,Central Region,Bukit Timah
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #02-37 ,31,Strata,1400000,45161,4196,08-APR-2013,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #02-36 ,31,Strata,1400000,45161,4196,08-APR-2013,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #01-42 ,29,Strata,1304000,44966,4177,12-APR-2013,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #03-28 ,29,Strata,1150000,39655,3684,16-APR-2013,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-15 ,16,Strata,1020000,63750,5923,14-DEC-2012,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
N.A.,17B Lorong Liput ,157,Land,4750000,30274,2813,07-FEB-2013,Shop House,Freehold,Resale,10,27,277731,Central Region,Bukit Timah
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #02-30 ,46,Strata,1800000,39130,3635,07-FEB-2013,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
BOTANIC GARDENS VIEW,9 Taman Serasi  #01-09 ,156,Strata,3860000,24744,2299,08-FEB-2013,Retail,Freehold,Resale,10,25,257720,Central Region,Tanglin
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #02-48 ,8,Strata,570000,71250,6619,15-FEB-2013,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-17 ,16,Strata,970000,60625,5632,28-SEP-2012,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
CORONATION SHOPPING PLAZA,587 Bukit Timah Road  #03-32 ,47,Strata,1400000,29787,2767,30-SEP-2012,Retail,Freehold,Resale,10,26,269707,Central Region,Bukit Timah
CORONATION SHOPPING PLAZA,587 Bukit Timah Road  #03-20 ,25,Strata,875000,35000,3252,01-OCT-2012,Retail,Freehold,Resale,10,26,269707,Central Region,Bukit Timah
ROYALVILLE,833 Bukit Timah Road  #01-07 ,79,Strata,3200000,40506,3763,12-NOV-2012,Retail,Freehold,Resale,10,27,279887,Central Region,Bukit Timah
ROYALVILLE,833 Bukit Timah Road  #01-04 ,79,Strata,2760000,34937,3246,12-NOV-2012,Retail,Freehold,Resale,10,27,279887,Central Region,Bukit Timah
CORONATION SHOPPING PLAZA,587 Bukit Timah Road  #03-31 ,22,Strata,800000,36364,3378,26-SEP-2012,Retail,Freehold,Resale,10,26,269707,Central Region,Bukit Timah
CROWN CENTRE,557 Bukit Timah Road  #02-02 ,36,Strata,1020000,28333,2632,14-AUG-2012,Retail,Freehold,Resale,10,26,269694,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-18 ,16,Strata,980000,61250,5690,10-SEP-2012,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
N.A.,611/611A Bukit Timah Road ,132,Land,4800000,36446,3386,08-JUN-2012,Shop House,Freehold,Resale,10,26,269713,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #02-43 ,32,Strata,1700000,53125,4935,16-APR-2012,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
CORONATION SHOPPING PLAZA,587 Bukit Timah Road  #03-15 ,25,Strata,805000,32200,2991,20-APR-2012,Retail,Freehold,Resale,10,26,269707,Central Region,Bukit Timah
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #05-33/34/35/36/37 ,168,Strata,4525000,26935,2502,09-APR-2012,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #02-31 ,15,Strata,700000,46667,4335,09-APR-2012,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
CROWN CENTRE,557 Bukit Timah Road  #02-07 ,43,Strata,880000,20465,1901,19-MAR-2012,Retail,Freehold,Resale,10,26,269694,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-23 ,16,Strata,982000,61375,5702,23-MAR-2012,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-17/18 ,32,Strata,1800000,56250,5226,25-JAN-2012,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
N.A.,781 Bukit Timah Road ,135,Land,3450000,25480,2367,08-FEB-2012,Shop House,Freehold,Resale,10,26,269759,Central Region,Bukit Timah
N.A.,783 Bukit Timah Road ,136,Land,3450000,25405,2360,08-FEB-2012,Shop House,Freehold,Resale,10,26,269760,Central Region,Bukit Timah
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #06-04 ,36,Strata,900000,25000,2323,26-JUL-2019,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #06-05 ,36,Strata,900000,25000,2323,26-JUL-2019,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-07 ,18,Strata,850000,47222,4387,01-AUG-2019,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #02-22 ,28,Strata,1500000,53571,4977,05-NOV-2019,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #02-09 ,36,Strata,1430000,39722,3690,19-DEC-2018,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
N.A.,48/48A Lorong Mambong ,117,Land,8300000,71123,6607,31-JAN-2019,Shop House,Freehold,Resale,10,27,277699,Central Region,Bukit Timah
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #06-10/11 ,72,Strata,2194528,30480,2832,04-MAR-2019,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #03-28 ,29,Strata,1030000,35517,3300,06-MAR-2019,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-38/39 ,57,Strata,2453000,43035,3998,24-APR-2019,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
N.A.,613 Bukit Timah Road ,132,Land,6550000,49772,4624,29-APR-2019,Shop House,Freehold,Resale,10,26,269714,Central Region,Bukit Timah
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #02-30 ,46,Strata,1950000,42391,3938,03-JUN-2019,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-47 ,21,Strata,915888,43614,4052,26-JUN-2019,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
CORONATION SHOPPING PLAZA,587 Bukit Timah Road  #03-20 ,25,Strata,920000,36800,3419,28-JUN-2019,Retail,Freehold,Resale,10,26,269707,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-48 ,23,Strata,981300,42665,3964,10-JUL-2019,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
MING ARCADE,21 Cuscaden Road  #05-05 ,17,Strata,510000,30000,2787,06-JUN-2018,Retail,Freehold,Resale,10,24,249720,Central Region,Orchard
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #02-31 ,15,Strata,680000,45333,4212,05-JUL-2018,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #02-50 ,6,Strata,438000,73000,6782,02-AUG-2018,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #05-08/09 ,71,Strata,2160000,30423,2826,17-AUG-2018,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
N.A.,26A/26C Lorong Mambong ,266,Strata,13000000,48927,4545,28-AUG-2018,Shop House,Freehold,Resale,10,27,277685,Central Region,Bukit Timah
D'LEEDON,19 Leedon Heights  #01-65 ,127,Strata,2100000,16535,1536,16-OCT-2018,Retail,99 Yrs From 08/04/2010,Resale,10,26,266227,Central Region,Bukit Timah
CROWN CENTRE,557 Bukit Timah Road  #02-19 ,41,Strata,1415000,34512,3206,30-OCT-2018,Retail,Freehold,Resale,10,26,269694,Central Region,Bukit Timah
N.A.,23A Lorong Mambong ,126,Strata,4000000,31746,2949,08-DEC-2017,Shop House,Freehold,Resale,10,27,277682,Central Region,Queenstown
N.A.,257 Holland Avenue ,140,Land,14160000,101360,9417,12-DEC-2017,Shop House,Freehold,Resale,10,27,278984,Central Region,Bukit Timah
MING ARCADE,21 Cuscaden Road  #05-02 ,23,Strata,556500,24196,2248,17-JAN-2018,Retail,Freehold,Resale,10,24,249720,Central Region,Orchard
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #01-14 ,38,Strata,1950000,51316,4767,26-JAN-2018,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #06-34/35/36/37 ,133,Strata,4100000,30827,2864,01-MAR-2018,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
MING ARCADE,21 Cuscaden Road  #02-11 ,15,Strata,388000,25867,2403,16-APR-2018,Retail,Freehold,Resale,10,24,249720,Central Region,Orchard
N.A.,8/8A Sixth Avenue ,228,Land,12500000,54897,5100,26-APR-2018,Shop House,Freehold,Resale,10,27,276473,Central Region,Bukit Timah
MING ARCADE,21 Cuscaden Road  #B1-07 ,16,Strata,405000,25313,2352,15-MAY-2017,Retail,Freehold,Resale,10,24,249720,Central Region,Orchard
MING ARCADE,21 Cuscaden Road  #B1-06 ,18,Strata,455000,25278,2348,15-MAY-2017,Retail,Freehold,Resale,10,24,249720,Central Region,Orchard
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #02-21 ,28,Strata,1680000,60000,5574,26-MAY-2017,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
SECOND AVENUE JUNCTION,733 Bukit Timah Road  #01-06 ,82,Strata,2380000,29024,2696,30-AUG-2017,Retail,Freehold,Resale,10,26,269748,Central Region,Bukit Timah
N.A.,619H/619J Bukit Timah Road ,134,Land,6088000,45399,4218,26-SEP-2017,Shop House,Freehold,Resale,10,26,269728,Central Region,Bukit Timah
N.A.,22/22A Lorong Mambong ,168,Land,16200000,96601,8974,09-OCT-2017,Shop House,Freehold,Resale,10,27,277681,Central Region,Bukit Timah
LOFT @ NATHAN,428 River Valley Road  #01-04 ,55,Strata,1400000,25455,2365,17-OCT-2017,Retail,Freehold,Resale,10,24,248327,Central Region,Tanglin
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #02-03 ,33,Strata,1918144,58126,5400,29-AUG-2016,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #02-02 ,67,Strata,3894415,58126,5400,30-AUG-2016,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #02-41 ,24,Strata,1121178,46716,4340,30-AUG-2016,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #01-02/02A/04 ,394,Strata,19520284,49544,4603,01-SEP-2016,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #01-05/05A.05B/05C ,745,Strata,41480603,55679,5173,01-SEP-2016,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #02-45 ,39,Strata,1640000,42051,3907,21-SEP-2016,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #02-46 ,50,Strata,2700000,54000,5017,21-SEP-2016,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
N.A.,31A Lorong Mambong ,213,Strata,4600000,21596,2006,20-DEC-2016,Shop House,Freehold,Resale,10,27,277689,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #01-01 ,4,Strata,100000,25000,2323,11-JAN-2017,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-16 ,16,Strata,940000,58750,5458,24-JAN-2017,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-22 ,16,Strata,950000,59375,5516,25-JAN-2017,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-18 ,16,Strata,830000,51875,4819,01-FEB-2017,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-17 ,16,Strata,800000,50000,4645,21-FEB-2017,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #02-40 ,37,Strata,1552200,41951,3897,13-APR-2017,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
CORONATION SHOPPING PLAZA,587 Bukit Timah Road  #02-39 ,24,Strata,950000,39583,3677,11-JUL-2016,Retail,Freehold,Resale,10,26,269707,Central Region,Bukit Timah
N.A.,21 Lorong Liput ,209,Strata,3510000,16835,1564,15-JUL-2016,Shop House,Freehold,Resale,10,27,277733,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #02-44 ,41,Strata,2226000,54293,5044,29-AUG-2016,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #02-01 ,68,Strata,5870684,86334,8021,29-AUG-2016,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #02-42 ,22,Strata,1178000,53545,4974,29-AUG-2016,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
CORONATION SHOPPING PLAZA,587 Bukit Timah Road  #02-17 ,29,Strata,1300000,44828,4165,30-APR-2015,Retail,Freehold,Resale,10,26,269707,Central Region,Bukit Timah
RIDGEWOOD,5 Ridgewood Close ,87,Strata,1850000,21264,1976,13-MAY-2015,Retail,999 Yrs From 06/07/1885,Resale,10,27,276696,Central Region,Bukit Timah
MING ARCADE,21 Cuscaden Road  #03-02 ,17,Strata,480000,28235,2623,13-MAY-2015,Retail,Freehold,Resale,10,24,249720,Central Region,Orchard
GALLOP GABLES,82 Farrer Road  #B1-02 ,129,Strata,850000,6589,612,03-SEP-2015,Retail,Freehold,Resale,10,26,268856,Central Region,Tanglin
N.A.,267 Holland Avenue ,140,Land,8177700,58329,5419,01-OCT-2015,Shop House,Freehold,Resale,10,27,278989,Central Region,Bukit Timah
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #06-18 ,94,Strata,2800000,29787,2767,08-OCT-2015,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
D'LEEDON,19 Leedon Heights  #01-62 ,76,Strata,1693200,22279,2070,17-DEC-2014,Retail,99 Yrs From 08/04/2010,New Sale,10,26,266227,Central Region,Bukit Timah
D'LEEDON,19 Leedon Heights  #01-63 ,63,Strata,1541900,24475,2274,18-DEC-2014,Retail,99 Yrs From 08/04/2010,New Sale,10,26,266227,Central Region,Bukit Timah
D'LEEDON,19 Leedon Heights  #01-68 ,56,Strata,1424600,25439,2363,19-DEC-2014,Retail,99 Yrs From 08/04/2010,New Sale,10,26,266227,Central Region,Bukit Timah
LOFT @ NATHAN,428 River Valley Road  #01-11 ,121,Strata,5000000,41322,3839,22-DEC-2014,Retail,Freehold,Resale,10,24,248327,Central Region,Tanglin
SQUARE 2,10 Sinaran Drive  #10-29 ,42,Strata,1240000,29524,2743,21-JUN-2012,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
SQUARE 2,10 Sinaran Drive  #10-13 ,89,Strata,2900000,32584,3027,27-JUN-2012,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
HILLCREST PARK,12 Greenwood Avenue ,216,Strata,5100000,23611,2194,14-MAY-2012,Shop House,Freehold,Resale,11,28,289204,Central Region,Bukit Timah
SQUARE 2,10 Sinaran Drive  #11-26 ,65,Strata,2250500,34623,3217,18-APR-2012,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
SQUARE 2,10 Sinaran Drive  #11-25 ,63,Strata,2179770,34600,3214,18-APR-2012,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
GOLDHILL SHOPPING CENTRE,161 Thomson Road ,101,Strata,2300000,22772,2116,09-SEP-2011,Retail,999 Yrs From 01/01/1970,Resale,11,30,307614,Central Region,Novena
SQUARE 2,10 Sinaran Drive  #10-32 ,64,Strata,2070000,32344,3005,09-SEP-2011,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
SQUARE 2,10 Sinaran Drive  #10-25 ,63,Strata,1953000,31000,2880,15-JUL-2011,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
OASIA HOTEL,8 Sinaran Drive  #05-11 ,76,Strata,3255640,42837,3980,03-AUG-2011,Retail,99 Yrs From 23/04/2007,New Sale,11,30,307470,Central Region,Novena
SQUARE 2,10 Sinaran Drive  #11-32 ,64,Strata,1880000,29375,2729,14-JUN-2011,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
OASIA HOTEL,8 Sinaran Drive  #06-08/16/19ETC ,380,Strata,15177530,39941,3711,28-JUN-2011,Retail,99 Yrs From 23/04/2007,New Sale,11,30,307470,Central Region,Novena
OASIA HOTEL,8 Sinaran Drive  #05-18 ,72,Strata,2790000,38750,3600,30-MAR-2011,Retail,99 Yrs From 23/04/2007,New Sale,11,30,307470,Central Region,Novena
OASIA HOTEL,8 Sinaran Drive  #05-20 ,74,Strata,2948900,39850,3702,30-MAR-2011,Retail,99 Yrs From 23/04/2007,New Sale,11,30,307470,Central Region,Novena
SQUARE 2,10 Sinaran Drive  #09-33 ,64,Strata,1984320,31005,2880,10-DEC-2010,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
NOVENA VILLE,275 Thomson Road  #01-08 ,152,Strata,3060000,20132,1870,10-NOV-2010,Retail,Freehold,Resale,11,30,307645,Central Region,Novena
OASIA HOTEL,8 Sinaran Drive  #05-01 ,109,Strata,4592295,42131,3914,19-NOV-2010,Retail,99 Yrs From 23/04/2007,New Sale,11,30,307470,Central Region,Novena
SQUARE 2,10 Sinaran Drive  #09-25 ,63,Strata,1728900,27443,2550,08-JUL-2010,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
SQUARE 2,10 Sinaran Drive  #10-22 ,69,Strata,1928000,27942,2596,14-JUL-2010,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
GOLDHILL PLAZA,1 Goldhill Plaza  #01-29 ,92,Strata,1800000,19565,1818,07-JAN-2010,Retail,999 Yrs From 07/12/1972,Resale,11,30,308899,Central Region,Novena
SQUARE 2,10 Sinaran Drive  #09-23 ,75,Strata,1868000,24907,2314,05-MAR-2010,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
SQUARE 2,10 Sinaran Drive  #09-25 ,63,Strata,2500000,39683,3687,31-JUL-2019,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
SQUARE 2,10 Sinaran Drive  #11-15 ,89,Strata,2800000,31461,2923,24-MAY-2019,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
SQUARE 2,10 Sinaran Drive  #11-07/08 ,130,Strata,4380000,33692,3130,26-JUN-2019,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
HILLCREST PARK,12 Greenwood Avenue ,216,Strata,710000,3287,305,04-JUL-2019,Shop House,Freehold,Resale,11,28,289204,Central Region,Bukit Timah
N.A.,16 Greenwood Avenue ,143,Strata,4000000,27972,2599,08-JUL-2019,Shop House,Freehold,Resale,11,28,289209,Central Region,Bukit Timah
N.A.,8 Greenwood Avenue ,129,Strata,4180000,32403,3010,30-OCT-2018,Retail,Freehold,Resale,11,28,289198,Central Region,Bukit Timah
GOLDHILL PLAZA,1 Goldhill Plaza  #02-17 ,110,Strata,2040000,18545,1723,14-NOV-2018,Retail,999 Yrs From 14/06/1972,Resale,11,30,308899,Central Region,Novena
GREENDALE COURT,3 Greendale Avenue ,139,Strata,4188800,30135,2800,01-DEC-2017,Shop House,Freehold,Resale,11,28,289498,Central Region,Bukit Timah
SQUARE 2,10 Sinaran Drive  #11-14 ,89,Strata,2900000,32584,3027,02-APR-2018,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
HILLCREST PARK,2 Greenwood Avenue ,248,Strata,7000000,28226,2622,20-APR-2018,Shop House,Freehold,Resale,11,28,289189,Central Region,Bukit Timah
SQUARE 2,10 Sinaran Drive  #09-06 ,65,Strata,2500000,38462,3573,10-OCT-2017,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
SQUARE 2,10 Sinaran Drive  #09-13 ,89,Strata,3075000,34551,3210,21-OCT-2016,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
GOLDHILL PLAZA,1 Goldhill Plaza  #01-09 ,83,Strata,3598864,43360,4028,02-MAR-2017,Retail,999 Yrs From 21/06/1972,Resale,11,30,308899,Central Region,Novena
GOLDHILL PLAZA,1 Goldhill Plaza  #01-05 ,83,Strata,3598864,43360,4028,02-MAR-2017,Retail,999 Yrs From 21/06/1972,Resale,11,30,308899,Central Region,Novena
GOLDHILL PLAZA,1 Goldhill Plaza  #01-11 ,83,Strata,3598864,43360,4028,02-MAR-2017,Retail,999 Yrs From 21/06/1972,Resale,11,30,308899,Central Region,Novena
GOLDHILL PLAZA,1 Goldhill Plaza  #01-07 ,83,Strata,3598864,43360,4028,02-MAR-2017,Retail,999 Yrs From 21/06/1972,Resale,11,30,308899,Central Region,Novena
SQUARE 2,10 Sinaran Drive  #10-13 ,89,Strata,2874000,32292,3000,23-MAR-2017,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
N.A.,24 Greenwood Avenue ,143,Strata,5000000,34965,3248,25-JAN-2016,Shop House,Freehold,Resale,11,28,289221,Central Region,Bukit Timah
