Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
FU LU SHOU COMPLEX,149 Rochor Road  #02-20 ,31,Strata,1300000,41935,3896,25-AUG-2015,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
TEXTILE CENTRE,200 Jalan Sultan  #11-05 ,85,Strata,1100000,12941,1202,27-AUG-2015,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
CITY GATE,371 Beach Road  #02-36 ,86,Strata,3200000,37209,3457,01-SEP-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-23 ,51,Strata,2519000,49392,4589,02-SEP-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
FU LU SHOU COMPLEX,149 Rochor Road  #B1-22 ,228,Strata,6500000,28509,2649,03-SEP-2015,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
PARKLANE SHOPPING MALL,35 Selegie Road  #05-01 ,42,Strata,565000,13452,1250,09-SEP-2015,Retail,99 Yrs From 01/12/1974,Resale,07,18,188307,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #02-02 ,37,Strata,1000000,27027,2511,15-SEP-2015,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
CITY GATE,371 Beach Road  #B1-51 ,43,Strata,1439620,33480,3110,17-SEP-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-34 ,41,Strata,1359000,33146,3079,18-SEP-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
TEXTILE CENTRE,200 Jalan Sultan  #02-01 ,102,Strata,1100000,10784,1002,22-SEP-2015,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-39 ,37,Strata,1389000,37541,3488,13-OCT-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
TEXTILE CENTRE,200 Jalan Sultan  #02-40 ,101,Strata,970000,9604,892,03-NOV-2015,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-37 ,43,Strata,1380000,32093,2982,16-NOV-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-05 ,83,Strata,4900000,59036,5485,23-NOV-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
SULTAN PLAZA,100 Jalan Sultan  #04-06 ,44,Strata,460000,10455,971,26-NOV-2015,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
THE BENCOOLEN,180 Bencoolen Street  #01-22 ,37,Strata,1800000,48649,4520,08-DEC-2015,Retail,99 Yrs From 24/06/1995,Resale,07,18,189646,Central Region,Rochor
CITY GATE,371 Beach Road  #B1-31 ,41,Strata,1280000,31220,2900,11-DEC-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
GOLDEN MILE TOWER,6001 Beach Road  #02-69 ,26,Strata,350000,13462,1251,22-DEC-2015,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-59 ,39,Strata,1328000,34051,3163,22-DEC-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-42 ,47,Strata,2268000,48255,4483,23-DEC-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-18 ,27,Strata,1788000,66222,6152,11-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-38 ,30,Strata,1088250,36275,3370,11-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-22 ,31,Strata,1728000,55742,5179,11-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-41 ,40,Strata,1880250,47006,4367,11-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-59 ,38,Strata,1468500,38645,3590,11-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-52 ,39,Strata,1998000,51231,4759,12-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-62 ,40,Strata,1468500,36713,3411,12-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-02 ,78,Strata,3858000,49462,4595,12-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-74 ,40,Strata,1478250,36956,3433,12-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-27 ,37,Strata,1278000,34541,3209,12-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-51 ,39,Strata,1998000,51231,4759,12-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-44 ,34,Strata,1388250,40831,3793,12-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-01 ,72,Strata,4480500,62229,5781,12-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-55 ,42,Strata,1568250,37339,3469,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-22 ,54,Strata,1798500,33306,3094,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-21 ,53,Strata,1768500,33368,3100,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-13 ,40,Strata,2468250,61706,5733,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-03 ,97,Strata,4580250,47219,4387,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-17 ,31,Strata,1528500,49306,4581,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-52 ,28,Strata,868500,31018,2882,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-54 ,30,Strata,1038000,34600,3214,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-43 ,42,Strata,1938000,46143,4287,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-28 ,38,Strata,1378500,36276,3370,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-12 ,33,Strata,2238000,67818,6300,13-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-18 ,31,Strata,1528500,49306,4581,14-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-24 ,40,Strata,1248000,31200,2899,14-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-58 ,36,Strata,1468500,40792,3790,14-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-53 ,32,Strata,1068000,33375,3101,14-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-33 ,59,Strata,1968000,33356,3099,14-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-35 ,55,Strata,2958000,53782,4996,14-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-15 ,436,Strata,16000000,36697,3409,18-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-33 ,56,Strata,2323000,41482,3854,19-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-47 ,38,Strata,1948500,51276,4764,20-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-14 ,47,Strata,2268000,48255,4483,20-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-47 ,26,Strata,1188000,45692,4245,20-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-14 ,50,Strata,2938500,58770,5460,20-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-46 ,49,Strata,2368500,48337,4491,20-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-12 ,48,Strata,2198250,45797,4255,20-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-13 ,48,Strata,2198250,45797,4255,20-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-45 ,67,Strata,2580000,38507,3577,21-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
THE GOLDEN LANDMARK,390 Victoria Street  #03-48 ,29,Strata,615000,21207,1970,22-AUG-2014,Retail,99 Yrs From 30/04/1981,Resale,07,18,188061,Central Region,Rochor
CITY GATE,371 Beach Road  #B1-44 ,83,Strata,3078750,37093,3446,26-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
GOLDEN MILE COMPLEX,5001 Beach Road  #03-45 ,47,Strata,520000,11064,1028,26-AUG-2014,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
FU LU SHOU COMPLEX,149 Rochor Road  #02-14 ,55,Strata,1680000,30545,2838,28-AUG-2014,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
CITY GATE,371 Beach Road  #B1-40 ,37,Strata,1338750,36182,3361,01-SEP-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
GOLDEN MILE COMPLEX,5001 Beach Road  #03-98E ,20,Strata,375000,18750,1742,01-SEP-2014,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
CITY GATE,371 Beach Road  #01-15 ,74,Strata,4458000,60243,5597,09-SEP-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
SULTAN PLAZA,100 Jalan Sultan  #03-08 ,42,Strata,578560,13775,1280,19-SEP-2014,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
CITY GATE,371 Beach Road  #01-07 ,48,Strata,3028500,63094,5862,19-SEP-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-06 ,47,Strata,2978250,63367,5887,19-SEP-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-37 ,65,Strata,2668500,41054,3814,22-SEP-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
FORTUNE CENTRE,190 Middle Road  #03-03 ,31,Strata,725000,23387,2173,29-SEP-2014,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
THE PLAZA,7500A Beach Road  #01-308/309/322/323 ,103,Strata,1868000,18136,1685,29-SEP-2014,Retail,99 Yrs From 03/09/1968,Resale,07,19,199591,Central Region,Kallang
BUGIS CUBE,470 North Bridge Road  #05-11 ,27,Strata,930000,34444,3200,02-OCT-2014,Retail,999 Yrs From 25/01/1827,Resale,07,18,188735,Central Region,Downtown Core
CITY GATE,371 Beach Road  #B1-72 ,38,Strata,1388000,36526,3393,09-OCT-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
GOLDEN MILE COMPLEX,5001 Beach Road  #01-83 ,18,Strata,315000,17500,1626,15-OCT-2014,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
KAMPONG GLAM CONSERVATION AREA,3 Jalan Pisang ,81,Land,3200000,39604,3679,23-OCT-2014,Shop House,Freehold,Resale,07,19,199070,Central Region,Rochor
GOLDEN MILE TOWER,6001 Beach Road  #B1-11 ,26,Strata,380000,14615,1358,23-OCT-2014,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
PARKLANE SHOPPING MALL,35 Selegie Road  #04-18 ,37,Strata,950000,25676,2385,24-OCT-2014,Retail,99 Yrs From 01/12/1974,Resale,07,18,188307,Central Region,Rochor
GOLDEN MILE TOWER,6001 Beach Road  #02-57 ,18,Strata,252000,14000,1301,31-OCT-2014,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
CITY GATE,371 Beach Road  #02-34 ,37,Strata,1318500,35635,3311,05-NOV-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
GOLDEN MILE COMPLEX,5001 Beach Road  #01-91 ,41,Strata,825000,20122,1869,18-NOV-2014,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
SULTAN PLAZA,100 Jalan Sultan  #02-41 ,63,Strata,900000,14286,1327,26-NOV-2014,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
PARKLANE SHOPPING MALL,35 Selegie Road  #04-26/27 ,340,Strata,4600000,13529,1257,03-DEC-2014,Retail,99 Yrs From 01/12/1974,Resale,07,18,188307,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #03-14 ,38,Strata,1100000,28947,2689,23-OCT-2013,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
KAMPONG GLAM CONSERVATION AREA,9 Haji Lane ,47,Land,3690000,79015,7341,28-OCT-2013,Shop House,999 Yrs From 17/03/1828,Resale,07,18,189202,Central Region,Rochor
GOLDEN MILE COMPLEX,5001 Beach Road  #03-97F ,18,Strata,234500,13028,1210,30-OCT-2013,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
BUGIS CUBE,470 North Bridge Road  #05-15 ,26,Strata,1080000,41538,3859,02-NOV-2013,Retail,999 Yrs From 25/01/1827,Resale,07,18,188735,Central Region,Downtown Core
GOLDEN WALL CENTRE,89 Short Street  #03-18 ,6,Strata,105000,17500,1626,06-NOV-2013,Retail,Freehold,Resale,07,18,188216,Central Region,Rochor
KAMPONG GLAM CONSERVATION AREA,10 Jalan Pinang ,65,Land,3980000,61231,5688,13-NOV-2013,Shop House,Freehold,Resale,07,19,199142,Central Region,Rochor
KAMPONG GLAM CONSERVATION AREA,53/53A Haji Lane ,58,Land,4828000,83529,7760,14-NOV-2013,Shop House,999 Yrs From 17/03/1828,Resale,07,18,189246,Central Region,Rochor
GOLDEN MILE COMPLEX,5001 Beach Road  #03-63A ,16,Strata,270000,16875,1568,20-NOV-2013,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
SUNSHINE PLAZA,91 Bencoolen Street  #01-56 ,48,Strata,2070000,43125,4006,20-NOV-2013,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
GOLDEN MILE TOWER,6001 Beach Road  #02-11 ,25,Strata,320000,12800,1189,22-NOV-2013,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
KAMPONG GLAM CONSERVATION AREA,770/772 North Bridge Road ,236,Land,9500000,40271,3741,28-NOV-2013,Shop House,Freehold,Resale,07,19,198738,Central Region,Rochor
BUGIS CUBE,470 North Bridge Road  #02-12 ,59,Strata,1500000,25424,2362,10-DEC-2013,Retail,999 Yrs From 25/01/1827,New Sale,07,18,188735,Central Region,Downtown Core
KAMPONG GLAM CONSERVATION AREA,13 Bussorah Street ,145,Land,4780000,33011,3067,16-DEC-2013,Shop House,99 Yrs From 19/11/2003,Resale,07,19,199434,Central Region,Rochor
SUNSHINE PLAZA,91 Bencoolen Street  #01-02 ,38,Strata,1720219,45269,4206,27-DEC-2013,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
N.A.,347/347A Beach Road ,130,Land,4900000,37663,3499,13-JAN-2014,Shop House,Freehold,Resale,07,19,199569,Central Region,Kallang
THE BENCOOLEN,180 Bencoolen Street  #01-67 ,12,Strata,690000,57500,5342,20-JAN-2014,Retail,99 Yrs From 24/06/1995,Resale,07,18,189646,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #04-14 ,25,Strata,1050000,42000,3902,18-FEB-2014,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
BYLANDS BUILDING,135 Middle Road  #02-13 ,13,Strata,320000,24615,2287,19-FEB-2014,Retail,99 Yrs From 02/05/1978,Resale,07,18,188975,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #04-81 ,25,Strata,1050000,42000,3902,26-FEB-2014,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
KAMPONG GLAM CONSERVATION AREA,55 Arab Street ,75,Land,4160000,55246,5132,03-MAR-2014,Shop House,999 Yrs From 17/03/1828,Resale,07,19,199752,Central Region,Rochor
KAMPONG GLAM CONSERVATION AREA,29 Arab Street ,70,Land,4500000,64286,5972,04-MAR-2014,Shop House,999 Yrs From 01/10/1827,Resale,07,19,199728,Central Region,Rochor
GOLDEN WALL CENTRE,89 Short Street  #01-04 ,38,Strata,1230000,32368,3007,05-MAR-2014,Retail,Freehold,Resale,07,18,188216,Central Region,Rochor
TEXTILE CENTRE,200 Jalan Sultan  #04-16 ,47,Strata,560000,11915,1107,12-MAR-2014,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
KAMPONG GLAM CONSERVATION AREA,31 Bali Lane ,67,Land,4450000,66917,6217,15-MAR-2014,Shop House,999 Yrs From 06/06/1833,Resale,07,18,189867,Central Region,Rochor
FU LU SHOU COMPLEX,149 Rochor Road  #02-23 ,40,Strata,1280000,32000,2973,27-MAR-2014,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
SUNSHINE PLAZA,91 Bencoolen Street  #01-59 ,23,Strata,1120000,48696,4524,27-MAR-2014,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #04-80 ,25,Strata,1100000,44000,4088,27-MAR-2014,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
TEXTILE CENTRE,200 Jalan Sultan  #03-06 ,75,Strata,850000,11333,1053,02-APR-2014,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
GOLDEN MILE TOWER,6001 Beach Road  #02-57 ,18,Strata,210000,11667,1084,08-Apr-2014,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
SUNSHINE PLAZA,91 Bencoolen Street  #01-16 ,43,Strata,2277000,52953,4919,14-APR-2014,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
SULTAN PLAZA,100 Jalan Sultan  #02-43 ,105,Strata,1250000,11905,1106,21-APR-2014,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #03-61 ,28,Strata,1100000,39286,3650,22-APR-2014,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
GOLDEN MILE COMPLEX,5001 Beach Road  #02-31/32 ,119,Strata,1750000,14706,1366,23-APR-2014,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
SUNSHINE PLAZA,91 Bencoolen Street  #01-11 ,39,Strata,1722000,44154,4102,15-MAY-2014,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
TEXTILE CENTRE,200 Jalan Sultan  #03-07 ,75,Strata,855420,11406,1060,04-JUN-2014,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
PRINSEP PLACE,58 Prinsep Street  #01-01/#02-01 ,411,Strata,5500000,13382,1243,05-JUN-2014,Retail,99 Yrs From 17/01/1997,Resale,07,18,188686,Central Region,Rochor
SULTAN PLAZA,100 Jalan Sultan  #02-03 ,64,Strata,826800,12919,1200,02-JUL-2014,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
GOLDEN MILE COMPLEX,5001 Beach Road  #03-94 ,17,Strata,180000,10588,984,04-JUL-2014,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
FORTUNE CENTRE,190 Middle Road  #04-10 ,27,Strata,550000,20370,1892,04-JUL-2014,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
THE GOLDEN LANDMARK,390 Victoria Street  #02-26 ,25,Strata,435000,17400,1616,08-JUL-2014,Retail,99 Yrs From 30/04/1981,Resale,07,18,188061,Central Region,Rochor
THE GOLDEN LANDMARK,390 Victoria Street  #02-28 ,27,Strata,611800,22659,2105,11-JUL-2014,Retail,99 Yrs From 30/04/1981,Resale,07,18,188061,Central Region,Rochor
N.A.,171 Selegie Road ,90,Land,3900000,43237,4017,18-JUL-2014,Shop House,Freehold,Resale,07,18,188323,Central Region,Rochor
KAMPONG GLAM CONSERVATION AREA,28 Bali Lane ,67,Land,4380000,65471,6082,23-JUL-2014,Shop House,999 Yrs From 06/06/1833,Resale,07,18,189864,Central Region,Rochor
GOLDEN MILE TOWER,6001 Beach Road  #01-55D ,34,Strata,980000,28824,2678,24-JUL-2014,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
CITY GATE,371 Beach Road  #02-35 ,42,Strata,1438500,34250,3182,25-JUL-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
FORTUNE CENTRE,190 Middle Road  #03-25 ,31,Strata,748000,24129,2242,29-JUL-2014,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
CITY GATE,371 Beach Road  #B1-26 ,41,Strata,1278750,31189,2898,04-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-25 ,41,Strata,1278750,31189,2898,05-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-27 ,52,Strata,2328000,44769,4159,06-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-23 ,42,Strata,1478250,35196,3270,07-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-11 ,41,Strata,2698500,65817,6115,07-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-57 ,32,Strata,1341757,41930,3895,07-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-56 ,34,Strata,1431307,42097,3911,07-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-39 ,42,Strata,1868250,44482,4132,07-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
N.A.,55/55A Bussorah Street ,262,Land,8800000,33639,3125,08-AUG-2014,Shop House,99 Yrs From 03/11/2003,Resale,07,19,199471,Central Region,Rochor
CITY GATE,371 Beach Road  #01-49 ,30,Strata,1868000,62267,5785,08-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-04 ,73,Strata,4480200,61373,5702,08-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-02 ,75,Strata,4599900,61332,5698,08-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-28 ,45,Strata,1738500,38633,3589,08-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-76 ,39,Strata,1248000,32000,2973,11-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-20 ,35,Strata,1738500,49671,4615,11-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-73 ,38,Strata,1398000,36789,3418,11-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #06-55 ,33,Strata,1530000,46364,4307,11-AUG-2014,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
CITY GATE,371 Beach Road  #02-01 ,53,Strata,2780250,52458,4873,11-AUG-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
GOLDEN MILE COMPLEX,5001 Beach Road  #01-89 ,41,Strata,1080000,26341,2447,12-MAR-2013,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #05-78/79 ,69,Strata,4200000,60870,5655,14-MAR-2013,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
GOLDEN MILE TOWER,6001 Beach Road  #01-45 ,69,Strata,990000,14348,1333,14-MAR-2013,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #02-01 ,107,Strata,2500000,23364,2171,15-MAR-2013,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
